Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations,location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude
No,No,Yes,Yes,Yes,600 Ouellette Ave. - Shoppers Drug Mart,Windsor,https://stores.shoppersdrugmart.ca/en/store/1101/,519-254-2505,N9A 6Z3,600 Ouellette Avenue,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,42.314149,-83.036402
Yes,Yes,No,No,Yes,260 Indian Road - Shoppers Drug Mart,Sarnia,https://stores.shoppersdrugmart.ca/en/store/1033/,519-337-3727,N7T 3W4,260 Indian Road,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,42.965536,-82.37547
No,No,No,Yes,No,1155 Commissioners Road - Shoppers Drug Mart,London,https://stores.shoppersdrugmart.ca/en/store/1077/,519-649-0833,N5Z 4L9,1155 Commissioners Road East,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,42.961714,-81.195847
Yes,Yes,Yes,No,Yes,550 Kerr St. - Shoppers Drug Mart,Oakville,https://stores.shoppersdrugmart.ca/en/store/744/,905-845-6674,L6K 3C7,550 Kerr Street,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.446529,-79.688977
No,No,Yes,Yes,Yes,Limoge COVID-19 Testing Centre,Limoges,"https://eohu.ca/fr/covid/covid-19-testing-assessment-centres ",800-267-8260,K0A 2M0,2015 Calypso Street,ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,45.322496,-75.228366
No,Yes,No,No,No,"5650 Yonge St, Unit 17 - Rexall",North York,http://www.rexall.ca,,M2M 4G3,"5650 Yonge Street, Unit 17",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.780164,-79.41619
No,Yes,No,No,No,1127 Markham Road - Rexall,Scarborough,http://www.rexall.ca,,M1H 2Y5,1127 Markham Road,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.775468,-79.230478
Yes,No,Yes,No,No,1115 Wilson Avenue - Rexall,Toronto,http://www.rexall.ca,,M3M 1H2,1115 Wilson Avenue,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.725722,-79.48354
Yes,No,No,No,No,240 Sparks Street - Rexall,Ottawa,http://www.rexall.ca,,K1P 6C9,240 Sparks Street,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,45.420237,-75.703091
Yes,No,No,No,No,6045 Creditview Road - Rexall,Mississauga,http://www.rexall.ca,,L5V 2A8,"6045 Creditview Road, Unit F001",ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.600265,-79.709934
Yes,No,Yes,No,No,"1620 Scott Street, Unit 29 - Rexall",Ottawa,http://www.rexall.ca,,K1Y 4S7,"1620 Scott Street, Unit 29",ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,45.403362,-75.733829
No,No,Yes,No,No,4890 Dundas Street West - Rexall,Etobicoke,http://www.rexall.ca,,M9A 1B5,4890 Dundas Street West,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.649475,-79.528555
No,No,No,No,No,3100 Dixie Road - Rexall,Mississauga,http://www.rexall.ca,,L4Y 2A0,3100 Dixie Road,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.608813,-79.585251
Yes,No,Yes,Yes,Yes,5779 Main Street Unit 101 - Rexall,Stouffville,http://www.rexall.ca,,L4A 4R2,"5779 Main Street, Unit 101",ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.966886,-79.263175
No,No,No,No,Yes,350 Cresthaven Drive - Rexall,Nepean,http://www.rexall.ca,,K2G 4S4,350 Cresthaven Drive,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,45.273914,-75.708782
Yes,No,No,Yes,No,The Medicine Shoppe Pharmacy,Ottawa,https://www.medicineshoppe.ca/en/ontario/ottawa/the-medicine-shoppe-pharmacy-271-7021282,613-232-4337,K2P 2A8,381 Kent Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.412714,-75.696838
Yes,No,Yes,No,Yes,Kennedy Medical Plex Pharmacy IDA,Brampton,https://www.guardian-ida-pharmacies.ca/en/ontario/brampton/kennedy-medical-plex-pharmacy-ida-7027581,905-455-2929,L6W 2W1,7-2 Kennedy Road South,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.695688,-79.748271
No,No,Yes,No,Yes,London Medical Plex Pharmacy,London,https://www.guardian-ida-pharmacies.ca/en/ontario/london/london-medical-plex-pharmacy-7027570,519-473-4848,N6G 5C2,1807 Wonderland Road North,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.02066,-81.312416
Yes,No,Yes,Yes,Yes,Credit Ridge Remedy’s Rx Pharmacy,Brampton,http://www.bramptonpharmacist.ca,905-451-4888,L6X 0Z8,7-9525 Mississauga Road,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-19:00,43.658365,-79.816897
No,No,Yes,No,No,Medpoint Care Pharmacy,London,https://www.guardian-ida-pharmacies.ca/en/ontario/london/medpoint-care-pharmacy-7015702 ,519-434-1111,N6A 3N7 ,"355 Wellington Street, Unit 169",ON,09:00-17:30 ,09:00-17:30 ,09:00-17:30 ,09:00-17:30 ,09:00-17:30 ,42.984022,-81.245606
No,No,No,Yes,Yes,Loyalist Pharmacy - Pharmasave,Amherstview,https://loyalist.medmeapp.com/schedule,613-507-5800,K7N 1Y7,200 Speers Boulevard,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.224098,-76.663118
No,Yes,Yes,Yes,Yes,844 Bathurst St. - Metro Drugs,Toronto,"http://www.metrodrugs.ca ",416-537-1900,M5R 3G1,844 Bathurst Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,43.666256,-79.412098
Yes,Yes,No,No,No,129 Dundas Street East - Metro Drugs,Toronto,"http://www.metrodrugs.ca ",416-363-7300,M5B 2N6,129 Dundas Street East,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,43.656554,-79.376161
Yes,Yes,No,Yes,Yes,Pharmaessence Drug Mart,"Georgetown ",http://www.pharmaessence.ca,905-873-9666,L7G 4A4,120 Guelph Street,ON,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,43.650737,-79.913837
No,No,No,Yes,No,TMC Pharmacy,London,"http://www.tmcpharmacy.ca ",519-914-1162,N6H 5L4,990 Gainsborough Road,ON,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-17:30,42.999011,-81.329217
Yes,Yes,Yes,No,Yes,Chatham Family Pharmacy,Chatham,"http://www.chathamfamilypharmacy.ca ",519-397-2324,N7M 2K5,835 Queen Street South,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,42.388545,-82.165669
No,Yes,Yes,No,Yes,Pharmore Pharmacy,Markham,http://www.pharmorepharmacy.ca,905-294-1100,L3S 4N8,7 Eastvale Drive,ON,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-14:00,43.838376,-79.244699
No,No,Yes,No,No,Simpson's Pharmasave - Pharmasave,Niagara-on-the-Lake,"https://simpsonspharmacy.ca/ ",905-468-2121,L0S 1T0,1882 Niagara Stone Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.235823,-79.105364
Yes,No,No,Yes,No,Lancaster Wellness Pharmacy (Guardian),Kitchener,"http://www.lancasterwellnesspharmacy.com ",519-745-4444,N2K 1L8,493 Lancaster Street West,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.475642,-80.4849
No,Yes,Yes,Yes,No,Dale's Pharmacy Parliament,Toronto,"http://www.dalespharmacy.ca ",416-921-5700,M4X 1P8,572 Parliament Street,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,43.667561,-79.369468
Yes,No,Yes,Yes,Yes,Keele and Finch Pharmacy - Pharmasave,Toronto,"https://pharmasave.com/store/pharmasave-university-heights-pharmacy/ ",647-349-2273,M3J 2G5,"1275 Finch Avenue West ",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.763935,-79.487526
Yes,No,No,No,Yes,Winston Churchill and Dundas Pharmacy,Mississauga,,905-828-4100,L5L 2V7,3018 Winston Churchill Boulevard,ON,10:00-19:00,10:00-19:00,10:00-19:00,12:00-17:00,10:00-19:00,43.522813,-79.682616
No,Yes,No,No,Yes,Huron Street Dispensary - Pharmasave,Woodstock,"https://pharmasave.com/store/pharmasave-huron-street/ ",519-539-2888,N4S 6Z5,95 Huron Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.1348,-80.748462
Yes,No,No,No,No,Hauser's Pharmacy,Hamilton,"http://www.hauserspharmacy.com ",905-381-4420,L9A 4V9,"1010 Upper Wentworth Street, Unit 1A",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.216969,-79.865515
No,Yes,No,Yes,No,Bloor-Sherbourne Pharmacy,Toronto,,416-944-1122,M4X 1X6,608 Sherbourne Street,ON,09:30-19:00,09:30-19:00,09:30-19:00,09:30-18:00,09:30-18:00,43.672023,-79.377024
No,Yes,Yes,No,Yes,COVID-19 Care and Testing Centre –  Ray Friel,"Orleans ",https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ray-friel-recreation-complex,613-288-5353,K1E 3E8,1585 Tenth Line Road,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,45.472165,-75.491907
No,Yes,Yes,No,Yes,Marsellus Pharmacy - Pharmasave,Barrie,"https://pharmasave.com/barrie-marsellus-drive/prescriptions/ ",249-880-4606,L4N 0Y4,"2 Marsellus Drive ",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,44.338735,-79.720795
Yes,No,Yes,No,No,Main Drug Mart,Toronto,"http://www.maindrugmartcompounding.com ",647-400-2588,M2J 1V1,"1333 Sheppard Avenue East ",ON,09:00-18:00,09:00-17:00,09:00-18:00,09:00-17:00,09:00-17:00,43.771467,-79.361094
No,Yes,No,No,No,799 Milner Ave - Walmart,Scarborough,http://www.walmart.ca/en/stores-near-me/morningside-scarborough-supercentre-3111,416-281-4643,M1B 3C3,799 Milner Avenue,ON,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,43.7976385,-79.201758
No,No,Yes,No,No,Centretown Pharmacy,Ottawa,http://www.facebook.com/centretownpharmacy/,613-422-2900,K2P 1Y1,326 Bank Street,ON,06:00-18:00,06:00-18:00,06:00-18:00,06:00-18:00,06:00-18:00,45.4142394,-75.695632
Yes,Yes,Yes,No,No,MediOne Rx,Thornhill,http://www.medionerx.com,289-807-0570,L4J 7Y1,100 Steeles Avenue West,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.7979124,-79.425512
No,No,Yes,Yes,No,Brady's Drug Store,Essex,http://www.bradysdrugstore.com,519-961-9610,N8M 1B6,186 Talbot Street South,ON,09:00-20:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,42.1685043,-82.814964
No,Yes,No,Yes,Yes,Erin Creek Pharmasave,"Mississauga ",http://www.erincreekpharmacy.com,905-858-6844,"L5N 3E7 ",6400 Millcreek Drive,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,43.5887472,-79.740333
Yes,No,No,No,Yes,Whitby COVID19 – Assessment Centre,Whitby,http://durhamcovidswab.lh.ca/,,L1N 9V9,589 Water Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.850009,-78.92117
Yes,No,Yes,No,Yes,Eagle Manor Pharmacy - Pharmasave,Toronto,https://pharmasave.com/store/pharmasave-eagle-manor/,416-241-1115,M9N 3P5,1901 Weston Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.7004056,-79.51651
Yes,Yes,No,No,No,Long Sault Pharmacy - Pharmasave,Long Sault,http://www.southstormontpharmacies.com,613-534-3777,K0C 1P0,43 Long Sault Drive,ON,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-20:00,45.0291622,-74.894363
Yes,Yes,Yes,No,Yes,Cornerstone Pharmacy,Brampton,http://www.cornerstonepharmacy.ca,905-450-6500,L6Y 5X6,"8990 Chinguacousy Road, Unit B19",ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.664775,-79.781446
No,No,No,No,No,Pharmacy 101,Cobourg,"http://www.pharmacy101.ca ",905-269-0828,K9A 3S2,464 Division Street,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.9658362,-78.167655
No,Yes,No,Yes,No,Morrison Pharmacy - Pharmasave,Niagara Falls,"https://pharmasave.com/store/pharmasave-morrison-pharmacy/ ",289-296-7600,L2E 0A8,4725 Dorchester Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.1054499,-79.112166
Yes,Yes,Yes,No,No,"Saver's PharmaChoice ",Oshawa,http://www.bookmyshot.com/covid/365-881-5655,365-881-5655,L1H 1B8,97 King Street East,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-19:00,43.8981304,-78.8599642
Yes,Yes,No,Yes,No,8300 Highway 27 - Walmart,Woodbridge,https://www.walmart.ca/en/stores-near-me/woodbridge-supercentre-1081,905-851-3894,L4H 0R9,8300 Highway 27,ON,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,43.7867812,-79.626782
Yes,Yes,No,Yes,Yes,1070 Major Mackenzie Drive East - Walmart,Richmond Hill,https://www.walmart.ca/en/stores-near-me/richmond-hill-supercentre-3195,905-883-5305,L4S 1P3,1070 Major Mackenzie Drive East,ON,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,43.87734,-79.408434
No,No,Yes,No,No,Auduzhe Mino Nesewinong (Place of Healthy Breathing),Toronto,,416-654-4184,M6G 2N1,22 Vaughan Road,ON,13:00-17:00,16:00-20:00,,,10:00-14:00,,
Yes,No,Yes,Yes,Yes,Pharmacie Jean Coutu Pharmacy,Rockland,http://www.jeancoutu.com,613-446-5054,"K4K 1L4 ",2246 Laurier Street,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,45.503158,-75.223869
Yes,No,No,Yes,No,Matheson Bingham Memorial Assessment Centre,Matheson,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,888-962-8718,P0K 1N0,507 8th Avenue,ON,,,"09:00-15:00 ",,,48.541504,-80.470913
Yes,Yes,Yes,No,Yes,"Central Weston Pharmacy ","Toronto ",,416-241-2111,M9N 1X7,2105 Weston Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.702398,-79.523408
Yes,Yes,Yes,No,Yes,Hogan Pharmacy,Sarnia,http://www.hoganpharmacy.com,519-332-1032,N7T 4X3,481 London Road,ON,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,42.977759,-82.389172
Yes,Yes,No,No,No,NorthPark Pharmacy,Waterloo,,519-885-7000,N2K 3P9,"99 Northfield Drive East, Unit 100",ON,10:00-17:00,10:00-17:00,09:00-15:00,10:00-17:00,09:00-15:00,43.504701,-80.525427
No,Yes,Yes,No,Yes,Chancellors Way Pharmacy,Guelph,https://chancellorswaypharmacy.com/,519-824-6445,N1G 0E9,"175 Chancellors Way, Unit 105",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.523741,-80.23419
No,No,Yes,Yes,No,Med+ Pharmacy,Kingston,,613-531-0707,K7M 2X6,277 Bath Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.240331,-76.524996
Yes,Yes,No,Yes,No,East York Temporary Testing Site,East York,https://ethp.ca/main/covid19-testing,,M4K 3W4,1081 ½ Pape Avenue,ON,13:00-19:00,13:00-19:00,13:00-19:00,,,43.691678,-79.349427
Yes,No,Yes,Yes,No,Flemingdon Park temporary testing site #1,North York,https://ethp.ca/main/covid19-testing,647-477-1640,M3C 3J3,29 St. Dennis Drive,ON,,,,,13:00-19:00,43.717867,-79.331872
No,No,Yes,Yes,No,Flemingdon Park temporary testing site #2,North York,https://ethp.ca/main/covid19-testing,647-477-1640,M3C 3E7,165 Grenoble Drive,ON,13:00-19:00,13:00-19:00,13:00-19:00,,,43.71319,-79.327628
No,Yes,No,Yes,No,South Riverdale temporary testing site,Toronto,https://ethp.ca/main/covid19-testing,416-461-1925,M4M 3P3,955 Queen Street East,ON,10:30-12:30,,,,,43.66103,-79.339121
No,Yes,Yes,No,No,Warden Woods (Scarborough) temporary testing site,Scarborough,https://ethp.ca/main/covid19-testing,416-613-8061,M1L 1N9,76 Firvalley Court,ON,,,,13:00-19:00,13:00-19:00,43.703821,-79.277993
Yes,No,No,No,Yes,Temporary testing site: St. James Town Community Corner,Toronto,https://www.toronto.ca/home/covid-19/covid-19-what-you-should-do/covid-19-have-symptoms-or-been-exposed/covid-19-assessment-centres/,416-254-4006,M4X 1G3,200 Wellesley Street East,ON,,09:30-06:30,,,,43.668107,-79.373525
No,Yes,Yes,Yes,Yes,Wasaga Beach Regional Assessment Centre,Wasaga Beach,http://www.gbfht.ca/cac,705-444-5885,L9Z 1Z8,"1724 Mosley Street ",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.479661,-80.068726
Yes,Yes,No,Yes,Yes,"Grey Bruce Health Services - South Hampton ",Southampton,"https://www.gbhs.on.ca ",519-378-1466,N0H 2L0,340 High Street,ON,16:00-20:00,16:00-20:00,,16:00-20:00,,44.49378,-81.365455
No,No,Yes,No,No,Oxford County Paramedic Services Mobile COVID-19 Testing,Woodstock,,855-905-6148,N4S 7V6,377 Mill Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.114599,-80.760845
No,Yes,No,Yes,Yes,Alexandra Hospital Ingersoll Assessment Centre,Ingersoll,https://swpublichealth.ca/en/my-health/covid-19-assessment-centres.aspx,855-905-6148,N5C 1B8,29 Noxon Street,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.032069,-80.875459
Yes,Yes,No,Yes,Yes,Grey Bruce Health Services Lion's Head,Lion's Head,http://www.gbhs.on.ca,519-378-1466,N0H 1W0,22 Moore Street,ON,,," 08:30-13:30",," 08:30-13:30",44.986125,-81.249163
Yes,No,No,No,No,"Central Pickering AC ",Pickering,http://www.lakeridgehealth.on.ca,,L1V 1B5,"1101 Kingston Road, Unit 140",ON,12:00-20:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-16:00,43.828368,-79.09729
Yes,Yes,No,Yes,Yes,10661 Chinguacousy Road - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1225/,905-495-7220,L7A 0N5,"10661 Chinguacousy Road, Bldg. C, Fletchers Meadow",ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.6979692,-79.82364
Yes,Yes,No,Yes,No,"Windsor Regional Hospital -Met COVID 19 Assessment Centre ",Windsor,http://www.wrh.on.ca,,N8W 1L9,1995 Lens Avenue,ON,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,42.299975,-82.99729
Yes,Yes,Yes,Yes,Yes,3029 Clayhill Road - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/735/,905-615-8887,L5B 4L2,3029 Clayhill Road,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.571934,-79.627027
No,No,Yes,No,No,980 Central Park Drive - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/693/,905-791-1797,L6S 3L7,980 Central Park Drive,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.733765,-79.720892
Yes,No,No,Yes,No,930 North Park Drive - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/694/,905-792-3800," L6S 3Y5",930 North Park Drive,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.73421,-79.744613
No,No,No,No,No,Fairview Medical Pharmacy,Mississauga,,905-272-0000,L5A 4E7,3355 Hurontario Street #12,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-14:00,43.5876019,-79.625953
No,Yes,No,No,Yes,McNabb Community Centre,Ottawa,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,613-737-8193,K1R 6E5,180 Percy Street,ON,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,45.409083,-75.701871
No,Yes,Yes,No,Yes,COVID 19 Testing Clinic Innisfil,Innisfil,http://www.rvh.on.ca,705-797-3120,L9S 2M6,7325 Yonge Street,ON,16:00-20:00,,16:00-20:00,,,44.298756,-79.610451
No,No,No,No,No,3427 Derry Road East - LifeLabs,Mississauga,https://www.lifelabs.com,"877-313-4982 ",L4T 1A8,3427 Derry Road East,ON,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,43.713544,-79.632409
Yes,Yes,No,Yes,Yes,BramCity Pharmasave,Brampton,https://www.pharmasavebramcity.com,905-460-0330,L6T 4W2,14 Lisa Street,ON,9:00-21:00,9:00-21:00,9:00-21:00,9:00-21:00,9:00-21:00,43.7130959,-79.727573
Yes,No,Yes,Yes,No,Midha Pharmacy Inc,Brampton,https://www.Pharmachoice.com,905-840-0057,L7A 4S2,1A-15 Fandor Way,ON,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,43.6900671,-79.815011
Yes,No,No,Yes,Yes,1730 Bur Oak Ave. - Shoppers Drug Mart,Markham,https://stores.shoppersdrugmart.ca/en/store/1308/,905-294-2116,L6E 0H8,1730 Bur Oak Avenue,ON,8:00 - 22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,43.9004991,-79.266686
Yes,Yes,No,No,Yes,298 John St. - Shoppers Drug Mart,Thornhill,https://stores.shoppersdrugmart.ca/en/store/658/,905-886-3711,L3T 6M8,298 John Street,ON,8:00-0:00,8:00-0:00,8:00-0:00,8:00-0:00,8:00-0:00,43.819761,-79.398232
Yes,No,Yes,No,No,118 Tower Hill Road - Shoppers Drug Mart,Richmond Hill,https://stores.shoppersdrugmart.ca/en/store/1148/,905-737-4799,L4E 0K6,"118 Tower Road, Building C1",ON,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,43.9142609,-79.449601
Yes,No,Yes,Yes,No,314 Harwood Ave. South - Shoppers Drug Mart,Ajax,https://stores.shoppersdrugmart.ca/en/store/967/,905-683-5222,L1S 2J1,314 Harwood Avenue South,ON,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,43.8445141,-79.020235
No,Yes,Yes,Yes,No,600 Matheson Blvd West - Dynacare,Mississauga,https://www.dynacare.ca/covidtestingontario.aspx,,L5R 4C1,600 Matheson Boulevard West,ON,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,43.612276,-79.686534
No,Yes,No,No,Yes,10 Cottrelle Blvd - Dynacare,Brampton,https://www.dynacare.ca/covidtestingontario.aspx,,L6S 0E2,10 Cottrelle Boulevard,ON,18:00 - 20:30,18:00 - 20:30,18:00 - 20:30,18:00 - 20:30,18:00 - 20:30,43.759427,-79.71649
No,No,No,No,Yes,7700 Hurontario - Dynacare,Brampton,https://www.dynacare.ca/covidtestingontario.aspx,,L6Y 4M3,7700 Hurontario Street,ON,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,43.658288,-79.725166
No,No,Yes,No,No,9525 Mississauga Road - Dynacare,Brampton,https://www.dynacare.ca/covidtestingontario.aspx,,L6X 0Z8,9525 Mississauga Road,ON,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,43.65853,-79.81677
No,No,Yes,No,Yes,1801 Dundas St. East - Shoppers Drug Mart,Whitby,https://stores.shoppersdrugmart.ca/en/store/508/,905-436-1050,L1N 7C5," 1801 Dundas St. East",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,43.8871879,-78.904668
No,No,Yes,Yes,Yes,20 Warren Ave. - Shoppers Drug Mart,Oshawa,https://stores.shoppersdrugmart.ca/en/store/615/,905-576-6070,L1J 0A1," 20 Warren Ave.",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,43.8961319,-78.873314
Yes,No,Yes,Yes,No,300 Taunton Road East - Shoppers Drug Mart,Oshawa,https://stores.shoppersdrugmart.ca/en/store/616/,905-579-1900,L1G 7T4," 300 Taunton Road East, Unit 1",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,43.9361541,-78.867377
No,Yes,No,No,No,"1111 Davis Drive, RR 5 - Shoppers Drug Mart",Newmarket,https://stores.shoppersdrugmart.ca/en/store/659/,905-898-7771,L3Y 8X2," 1111 Davis Drive, RR #5",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,44.0681832,-79.431771
Yes,Yes,Yes,Yes,Yes,265 Main St. East - Shoppers Drug Mart,Milton,https://stores.shoppersdrugmart.ca/en/store/708/,905-878-4492,L9T 1P1," 265 Main St. East, Unit 104",ON,9:00-00:00,9:00-00:00,9:00-00:00,9:00-00:00,9:00-00:00,43.514591,-79.882253
Yes,Yes,Yes,Yes,Yes,720 Bristol Road West - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/711/,905-755-9696,L5R 4A3," 720 Bristol Road West",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,43.5984222,-79.678857
Yes,No,Yes,Yes,No,75 Centennial Parkway North - Shoppers Drug Mart,Hamilton,https://stores.shoppersdrugmart.ca/en/store/755/,905-560-4800,L8E 2P2," 75 Centennial Parkway North",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,43.229895,-79.765102
No,No,Yes,Yes,No,2126 Burnhamthorpe Road West - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/771/,905-820-7660,L5L 3A2," 2126 Burnhamthorpe Road West",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,43.5447819,-79.681708
Yes,Yes,Yes,Yes,No,800 Niagara St. North - Shoppers Drug Mart,Welland,https://stores.shoppersdrugmart.ca/en/store/793/,905-735-7525,L3C 5Z4,"800 Niagara St. North, Unit H2",ON,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,43.0150265,-79.248269
